"topic","text"
"science_fiction","But we must know if this is in accordance with your customs , and must have your agreement they will not misuse the power we put in their hands , to our hurt '' ."
"humor","That had happened on the day when two other unusual things had occurred ."
"humor","One could hear a very faint , ladylike sigh of relief ."
"humor","Mr. Crombie watched his wife with an anxious expression ."
"science_fiction","And , from the first , he faced a difficult task ."
"humor","This baffling lack of distinct details recalls the secretary whose employer was leaving the office and told her what to answer if anyone called in his absence ."
"science_fiction","This time B'dikkat smiled pleasantly at the little head which had grown out of Mercer's thigh -- a sleeping child's head , covered with light hair on top and with dainty eyebrows over the resting eyes ."
"science_fiction","What would I want with them '' ? ?"
"science_fiction","Ryan hefted his bulk up and supported it on one elbow ."
"humor","He liked children , in a loathsome kind of way ; ;"
"science_fiction","He did not count time ."
"humor","She kissed him passionately upon his reappearance ."
"humor","And then Eichmann was quoted as saying , in non-English , that Hitler's plan to exterminate the Jews was nonsense '' ."
"humor","Mr. Crombie couldn't remember his saying any such thing ."
"humor","`` But do you know something curious '' ? ?"
"science_fiction","Now that he knew himself to be self he was free to grok ever closer to his brothers , merge without let ."
"humor","Similarly , when a reporter once questioned Lincoln in cryptic fashion , Lincoln refused to make any further statement ."
"science_fiction","Hesperus was in there ."
"humor","He was the funniest man ."
"humor","No , not Bermuda ."
"humor","Usually , this was done when attention was diverted by someone else's long , boring story ."
"science_fiction","`` Oh ."
"science_fiction","Most of their original objections about `` shells '' were overridden by the relief that these hideous ( to them ) bodies were mercifully concealed ."
"humor","`` A blue suit '' , he answered ."
"science_fiction","Shell people used their own vocal cords and diaphragms but sound issued through microphones rather than mouths ."
"humor","It wasn't his fault that these things were so ."
"science_fiction","The front part of my head was called a face , and I could talk with it ."
"science_fiction","Once , like you , I had one head , two hands , ten fingers on my hands ."
"science_fiction","Of course we have before us the example of the great races at the galactic center ; ;"
"humor","In real life ."
"science_fiction","Southern China , all of southeast Asia , southern India and Ceylon , these states of the Malay Federation spoke Bazaar ."
"humor","Barco was clearly a `` nut '' ."
"humor","they could tell exactly what it was ."
"humor","The puzzled saleslady inquired , `` How large is your house , Madam '' ? ?"
"humor","What in the world were you going to do with a lot of dogs when you left for town on Monday afternoons ? ?"
"science_fiction","There was night and day , but no setting of crops , no change of season , no generations of men ."
"science_fiction","He hesitated ; ;"
"science_fiction","The description of the Siddo syntax was very restricted ."
"science_fiction","He would no longer have to see that fat face , hear that whining voice"
"science_fiction","the sounds made by these organs were , therefore , dissimilar ."
"humor","''"
"humor","`` I should say it is the turning of courts of law into veritable theatres for sex dramas , involving clergymen and parishioners , psychiatrists and patients ."
"humor","Actually , it was inaudible to anyone not expecting it ."
"humor","But it is the wooden sculpture from Bali , the one representing two men with their heads bent backward and their bodies interlaced by a fish , that I particularly call to your attention ."
"science_fiction","`` We can breathe out there , all right ."
"science_fiction","Shell people were schooled to examine every aspect of a problem or situation before making a prognosis ."
"humor","he was talking to himself thirteen to the dozen and smoking two cigars at once , clearly a man in extremis ."
"science_fiction","If I die , I die because I willed it so ."
"science_fiction","Recovering the property was much less important '' ."
"humor","A dead armadillo , the sole occupant of the stage , symbolizes the crisis and destruction of the Old Order ."
"science_fiction","`` I ought to be asleep , too , but I felt like a snack ."
"science_fiction","`` Standard years -- eighty-four years , seven months , three days , two hours , eleven and one half minutes ."
"science_fiction","Kiss me again '' ."
"science_fiction","Hal knew that when that side of Earth rotated into the night zone , Sigmen City would blaze out into space ."
"science_fiction","Ekstrohm scowled ."
"humor","Soon we were deep in a conversation that was interrupted many times by little things like Jennie's holding her breath and pretending to black out , Miranda's dumping the contents of the sugar bowl on the table , and various screeches , thuds , and giggles ."
"humor","I wrote a few years ago that one of the cardinal rules of writing is that the reader should be able to get some idea of what the story is about ."
"humor","`` Let's talk about books '' , Moreland said ."
"science_fiction","She had lost the extra torsos ."
"humor","No , he didn't know of any handyman-carpenter ."
"science_fiction","now he felt light and gay and clear-headed , ready for the many actions he saw spreading out before him ."
"humor","I was ready , like Portia , to present my own brief ."
"humor",")"
"science_fiction","Take my word , can't you '' ? ?"
"science_fiction","Ekstrohm stood up ."
"humor","In fact , it was not until the King of Spain had visited at Pickfair that Mary and Doug were beckoned to cross the sacred barriers which separate Los Angeles and Pasadena from the hoi-polloi ."
"humor","Jennie had shouted each time ."
"science_fiction","Me , I know the mind of an officer works in a strange and unfathomable manner '' ."
"humor","It wasn't long before I sensed that there was something deeper than overvaulting ambition back of his desire for Viola's destruction ."
"science_fiction","`` Nevertheless , you were its agent ."
"humor","How could anyone know what to do with an assortment like that ? ?"
"science_fiction","Instead of inflecting a verb or using an unattached particle to indicate the past or future , Siddo used an entirely different word ."
"humor","They were `` personalities '' ."
"humor","Replied the Senator ."
"humor","Asked one of the children ."
"humor","Regardless of how much of a slob you knew yourself to be , you could be certain they would never find out -- and even if they did it would make no difference ."
"humor","Later on , the children told her further about somersaulting ."
"science_fiction","but the United States and the Union of Soviet Socialist Republics nevertheless did eventually agree on an atomic bomb test ban , and a sort of provisional acceptance of each other's good intentions on this limited question ."
"humor","The incident , aside from reflecting on Welch's political career , had all but wrecked his home life ."
"science_fiction","The angry burnt-red face of Ryan greeted him ."
"humor","I myself hear it said constantly -- in drawing-rooms ."
"science_fiction","He wasn't likely to come down with hot chills and puzzling striped fever ."
"science_fiction","Digby heaved a deep ethereal sigh ."
"humor","Then , I remembered that the girls had had a banana for dessert every day for the last week ."
"humor","they had chosen Catatonia because of its reputation for excellent schools , beaches , and abundance of names ."
"science_fiction","And , as Hal found out , obviously mistaken in many cases ."
"humor","Classified ads are also chockfull of misrelated constructions ."
"humor","After a few tortuous moments of wondering who `` he '' is , the camera pans across the room to the plaster statue , and we realize that Neitzbohr is trying to redeem himself in the eyes of a mute piece of sculpture ."
"science_fiction","If it was intentional , it was now also unnecessary ; ;"
"humor","Two friends were talking ."
"humor","It'll be a lot better if you come clean '' ."
"science_fiction","Where do I start '' ? ?"
"science_fiction","Not so obvious to her , but of more importance to her teachers , Helva ingested the precepts of her conditioning as easily as she absorbed her nutrient fluid ."
"humor","S. J. Perelman"
"humor","Another case involves a newspaper reporter who tripped up a politician ."
"humor","He's old '' ."
"science_fiction","The history of disarmament agreements , for instance , had been unreassuringly dismal ; ;"
"humor","It's somewhat off the beaten track , to be sure , but therein lies its variety and charm ."
"science_fiction","Where the hell did he get off threatening to report any laxness on their part to the captain ? ?"
"humor","( Sometimes I think you need only one rule for cooking : if you can't put garlic in it , put chocolate in it ."
"humor","The newspaper too is the favorite habitat of the anatomical ."
"science_fiction","The same use of an entirely different word applied for all the other tenses ."
"humor","The only trouble was that he himself was tied up on the school job ."
"humor","That was where the pegboard would go on which he would hang his hand tools ."
"science_fiction","`` No '' , Ekstrohm said , `` No , I didn't know that '' ."
"science_fiction","Six months later , Hal Yarrow stood in the observation dome of the Gabriel and watched the ball of Earth dwindle above him ."
"science_fiction","The expedition was under orders to make a swift survey of conditions and then to return to Earth ."
"science_fiction","Then , as their grokking made them ever closer and Mike felt himself almost ready to discorporate her voice called him back : `` Oh ! !"
"humor","and they did some somersaults ."
"humor","And awfully kind of Arlene '' , she told us later ."
"humor","The story opens on the eve of his fifty-third birthday , as he prepares for the two weeks of festivities that are to follow ."
"science_fiction","`` Ryan , there are other explanations for the disappearance of the bodies ."
"science_fiction","There was the squat loose-jowled man , smiling lopsidedly up at him ."
"humor","`` Mr. Jones , you may recall that we printed last week your denial of having retracted the contradiction of your original statement ."
"science_fiction","`` Work '' ? ?"
"science_fiction","Hal doubted if this happy event would occur ."
"humor","then a couple of fluorescent lamps over the workbench an' I guess we're about through down here '' ."
"science_fiction","Jack scanned the skies , the boards , and the skies again ."
"science_fiction","Her extendibles were diverted , connected or augmented and the final , delicate-beyond-description brain taps were completed while Helva remained anesthetically unaware of the proceedings ."
"humor","Eight or ten years ago , a couple of French hoods stole a priceless Khmer head from the Musee Guimet , in Paris , and a week later crawled into the Salpetriere with unmistakable symptoms of leprosy ."
"humor","One day over a year before , there had been a cocktail party in an apartment of a downtown hotel ."
"humor","Now , you no doubt regard the preceding as pap ; ;"
"science_fiction","Visiting the Earth would not be an offering of worth to those of us who are older '' ."
"science_fiction","But my people -- Martians , I mean ; ;"
"science_fiction","By relaxing the throat muscles and expanding the oral cavity well into the frontal sinuses , she could direct the vowel sounds into the most felicitous position for proper reproduction through her throat microphone ."
"science_fiction","Jubal's conversations coming and going -- Jubal's words troubled him most ; ;"
"humor","They wanted to touch the mystery ."
"science_fiction","As I grew older and was promoted , so was he , always where I was ."
"science_fiction","4 ,"
"humor","`` I seem to remember '' , he said , `` that in an interview ten years ago you gave humor and comedy five years to live ."
"science_fiction","`` But did the expedition find any records of the Forerunner having been on this planet ? ?"
"science_fiction","`` Radiation '' ? ?"
"science_fiction","Thus , the masculine animate infinitive dabhumaksanigalu'ahai , meaning to live , was , in the perfect tense , ksu'u'peli'afo , and , in the future , mai'teipa ."
"science_fiction","It's inevitable in this case , for the couple will be separated for , at the least , forty years ."
"science_fiction","If you need a Day off to calm down , duck over to the Muslim Paradise and take it ."
"science_fiction","That cold , empty sky was full of fire and light ."
"humor","In this manner , he seeks to expunge from his own soul the guilt pangs caused by his personal assaults against the English at Dunkirk ."
"humor","`` That'll get you started ."
"humor","With greater precision he again paced off a location , this time a little more to the left ."
"science_fiction","In southern Europe , between the Israeli Republics and the Icelandic-speaking peoples of northern Europe , was a thin but long stretch of territory called March ."
"science_fiction","he had been explaining all during the trip what he needed to make him feel like himself ."
"humor","Herb , an expert on narrow ties , thin lapels , and swatches , was men's fashion editor of Parvenu , the weekly magazine with the tremendous circulation ."
"science_fiction","turn just a little ."
"humor","Inscribed around its base is a charm in Balinese , a dialect I take it you don't comprehend ."
"science_fiction","After a long time the half-man dragged himself over to the group with his powerful arms ."
"humor","Likewise , and equally fascinating , is the news that such unlikely synonyms as `` pratakku '' , `` sweathruna '' , and the tongue-twister `` nnuolapertar-it-vuh-karti-birifw- '' all originated in the same village in Bathar-on-Walli Province and are all used to express sentiments concerning British `` imperialism '' ."
"humor","The Zeitgeist is not crazy as a loon or mad as a March hare ; ;"
"science_fiction","I just hope it doesn't work on Earthmen too ."
"humor","A weekly newspaper reported a local romance : `` and the couple were married last Saturday , thus ending a friendship which began in their schooldays '' ."
"science_fiction","his foster parents had taught him to see ."
"science_fiction","5"
"science_fiction","`` Okay , take the tray ."
"science_fiction","Hal , the linguist , saw the glittering discs and necklaces in terms of the languages spoken therein ."
"science_fiction","As it was , while Central wrangled among itself , Robert Tanner sneaked out of the pilots' barracks , out to the field and over to Helva's slim metal hull ."
"science_fiction","You too were a stupid jackass until you poisoned me ."
"humor","The action centers about a group of outspoken and offbeat students sitting around a table in a cafeteria and their collective and ultimately fruitless search for a cup of hot coffee ."
"science_fiction","`` I meant that you have a nice singing voice dear '' , the lady amended ."
"humor","Done in the modern style of a `` confession '' , Fink tells in exquisite detail how he came to know , and , more important , love his mother's pet salamander , Alicia ."
"humor","`` Now he's bought it '' , said my wife contentedly ."
"science_fiction","The pain was gone , though it had been crippling the first time ."
"science_fiction","In the other hemisphere it is growing colder and nymphs , those who stayed alive through the summer , are being brought into nests for quickening and more growing '' ."
"humor","`` Now '' , said Arlene , eventually , making them both sit in formation on a big root of a live oak , the sort of root that divided itself and made their bottoms sag down and feel comfortable ."
"science_fiction","Remember , man , remember ."
"science_fiction","the drug canceled out his needs for cycles of the body ."
"science_fiction","The tapes show that ."
"science_fiction","Jack crawled under the boards and restored the six feet of lead line he had excised from the Nernst generator switch ."
"humor","It now means ominous , as when one speaks of a funny sound in the motor ; ;"
"science_fiction","A funeral parlor chain was indicted for price-cutting ."
"humor","But if true , it was the case of which he had dreamed , the case which would throw him into headlines all over America as the hero of a great murder trial ."
"humor","( I sometimes feel that God , in His infinite wisdom , wants us to have these inexplicable little lapses of memory ."
"science_fiction","That'll be plenty to eat by '' ."
"humor","A bee's place is in the hive '' ."
"humor","Letch had made it abundantly clear that he did not care for the company of my own precious daughter ."
"science_fiction","Part of the time saved was spent on a preliminary estimate for a long-distance plan to free bound oxygen in the sands of Mars to make the planet more friendly to future human generations ."
"science_fiction","Swiftly , came the revulsion , the protest ."
"humor","We couldn't be seen together , for the tongue of Scandal was ever ready to link our names , and the tongue of Scandal finds but one thing to say of the association of a man with a girl , no matter how innocent ."
"science_fiction","However , no diagram of her brain patterns , no early I.Q. tests recorded certain essential facts about Helva that Central must eventually learn ."
"humor","In a rare fit of anger and spite , I `` farmed out '' my own husband to a small and most undistinguished studio to make one picture as a form of punishment ."
"science_fiction","She would one day be grateful to the patient drone of the sub-conscious-level instruction ."
"science_fiction","Thou art God '' ! !"
"humor","even brand names ."
"science_fiction","`` A fine idea '' , Mike agreed ."
"science_fiction","`` We are directed to develop a sense of proportion , sir , which contributes the same effect '' ."
"science_fiction","She meant him well , but was in no condition for articulate speech ."
"humor","A major portion of the credit should also go to flautist Haumd for his rendering of the almost impossible `` Indianapolis '' movement in the Baslot ."
"humor","I'm not saying it right ."
"humor","This slip is so-called because its semi-ambiguous English always seems to refer to a person's anatomy but never quite means what it seems to say ."
"science_fiction","On Mars humans were building pressure domes for the male and female party that would arrive by next ship ."
"science_fiction","He had already become used to Hesperus' snapping back answers to questions almost before Jack could get them asked ."
"humor","Any reputable French interne can supply you with a dozen similar instances , and I'll presently recount a case out of my own personal experience , but , for the moment , let's resume our catalogue ."
"science_fiction","No doubt the Angels could do that kind of thing as fast as any computer ."
"science_fiction","Mike liked having light up through the ripples ; ;"
"science_fiction","Pornsen ."
"humor","It would be hard to find anything more equivocal than : `` I cannot recommend him too highly '' ."
"science_fiction","He wondered how anyone could have the good luck to visit a planet as nice as this ."
"humor","`` Now , we're going to be like what General Burnside and his horse make us think of '' ."
"science_fiction","Now that Short is Supreme Bishop he'll do all right , he can't help it ."
"humor","The double meaning in the anatomical made it a familiar vaudeville device , as in the gags of Weber and Fields ."
"science_fiction","What killed them '' ? ?"
"humor","One said , `` When I get a cold I buy a bottle of whiskey for it , and within a few hours it's gone '' ."
"humor","Complete power not only corrupts but it also attracts the mad ."
"humor","Now , you probably share the widespread Western belief that the Lord Buddha is the most compassionate of the gods , much more so than Jehovah and Allah and the rest ."
"science_fiction","As they merged , grokking together , Mike said softly and triumphantly : `` Thou art God '' ."
"humor","The rhinos would panic , screaming help ! !"
"humor","A man of vaulting ambition , with one eye on the mayorship of Los Angeles , nothing ever escaped him which might possibly lead to personal publicity ."
"humor","The `` wooden-leg '' gag of vaudeville , another standby of this sort , had endless variations ."
"science_fiction","He saw the child-face grimace as the head was cut ; ;"
"humor","An unusual , if not extraordinary , rendering of the classic myth that involves the rescue of Prometheus from the rock by the U.S. Cavalry was given last week in the warehouse of the Albany Leather Conduit Company amid cheers of `` Hubba hubba '' and `` Yalagaloo pip pip '' ! !"
"science_fiction","`` I know ."
"humor","`` It doesn't drown out the dialogue '' , I explained ."
"humor","`` Who's in it '' ? ?"
"science_fiction","I'm helping you now , am I not ? ?"
"humor","He took his glass , clinked it against mine , and said , `` Toujours gai , what the hell '' ! !"
"science_fiction","Her brain and intelligence controlled every function from navigation to such loading as a scout ship of her class needed ."
"humor","At the home of a gourmet the new maid was instructed in the fine points of serving ."
"humor","`` There's a man outside with a wooden leg named Smith '' ."
"humor","a friend of mine removing her from the curio cabinet for inspection was felled as if by a hammer , but he had previously drunk a quantity of applejack ."
"science_fiction","He had to have fusion power to catch up with the skiff , and he had to have it fast ."
"humor","Such items recall the California journalist who reported an accident involving a movie star : `` The area in which Miss N -- was injured is spectacularly scenic '' ."
"humor","This was delivered in a forthright way , without coyness and over-pretended interest -- an admirable way with children ."
"humor","I was also publicly reprimanded , dragged through the mud by the radical press and made a figure of fun by such leftist publications as The New Republic , The New Yorker , Time and The Christian Science Monitor ."
"science_fiction","Will you obstruct this , or will you help ? ?"
"humor","She laughed a little and tossed the dregs rakishly around in her glass ."
"science_fiction","`` Yes '' , said Mercer , a little ashamed of his obviousness ."
"science_fiction","He had been weary ; ;"
"humor","She could see that Mr. Gorboduc was intrigued ; ;"
"science_fiction","Actually , the types of infection that could attack a warm-blooded mammal were not infinite , and over the course of the last few hundred years adequate defenses had been found for all basic categories ."
"science_fiction","Of course , that's not definite proof '' ."
"science_fiction","Consider the tense system ."
"science_fiction","What persuaded the cow-man to remain on Shayol ? ?"
"science_fiction","Furthermore , even the highly trained law clerk who was a part of Jack's total make-up could not understand how the principle could ever be codified ."
"science_fiction","I grok I shall never be lonely again '' ."
"science_fiction","But I can't take you to Earth yet ."
"science_fiction",")"
"humor","I really loved that boy , and , in a feverish attempt to preserve our marriage and to try to revive the wonderful , wonderful person Letch had once been , I took my troubles to Momma , hoping that her earthy advice would help me ."
"humor","It was five minutes after four ."
"humor","`` Oh , that's wonderful '' , cried Mrs. Crombie ."
"humor","As Broadway itself becomes increasingly weighted down by trite , heavy-handed , commercially successful musicals and inspirational problem dramas , the American theatre is going through an inexorable renaissance in that nebulous area known as `` off-Broadway '' ."
"humor","Did men become perfectionists as they grew older , polishing , polishing , reluctant to let go ? ?"
"science_fiction","What Gabriel was asking was that mankind forego all its parochial moral judgments , and contract to let the Angels serve on Earth as it is in Heaven regardless of the applicable Earth laws ."
"humor","The speaker referred to the whiskey but his friend thought he meant the cold ."
"science_fiction","Afterwards you did well enough ."
"science_fiction","He rubbed his eyes sleepily with one huge paw ."
"science_fiction","I mean we know the order in which things happen , but we have no clocks and nobody cares enough to count days or to make calendars and there's not much climate here , so none of us know how long anything takes ."
"humor","`` Oh yes , the other day I reread some of Emerson's English Traits , and there was an anecdote about a group of English and Americans visiting Germany , more than a hundred years ago ."
"humor","Oddly enough , this is an amulet against housebreakers , presented to the mem and me by a local rajah in 1949 ."
"humor","He'd show them ! !"
"humor","When a question contains two verbs , the response does not make clear which of them is being answered ."
"science_fiction","It was night on this hemisphere , but the light blazed from the megalopolises of Australia , Japan , China , Southeast Asia , India , Siberia ."
"humor","In his famous meeting with Nixon a couple of years ago he seemed to believe that he was as funny as Ed Wynn ."
"humor","Presidential coercion had succeeded not only in poisoning the courtiers , `` toadies '' and sycophants of the `` bench '' against me , but it had been so far-reaching as to discourage any lawyer in the nation from representing me ! !"
"science_fiction","Jubal deduced what had happened but did not know with whom -- and didn't want to inquire ."
"humor","Having ( through my unflagging effort and devotion ) achieved stardom , a fortune and a world-renowned wife at an age when most young men are casting their first vote , Letch proceeded to neglect them all ."
"humor","Most of our working days were spent on the telephone calling `` bookies '' , illegal gambling dens , a certain `` residential club for young actresses '' , more than a hundred different bars or the steam room of the athletic club ."
"humor","As for his finances , I was never privileged to know exactly how much money Letch had `` salted away '' ."
"science_fiction","`` Come on , there's some cold chicken and we'll see what else '' ."
"science_fiction","But the secret itself was just as hard ."
"science_fiction","Or was that after the torso and legs , waist to toe-tips , of the little girl which had grown from his side ? ?"
"science_fiction","( Or , perhaps , especially in an Angel , whose assumptions had mostly been fixed millions of years ago ."
"humor","The most that was accomplished was adding Mrs. Beige's tray to the dish pile , and by means of repeated threats , on an ascending scale , seeing that the girls dressed themselves , after a fashion ."
"humor","In one cartoon a family is shown outside a theater with the head of the family addressing the doorman : `` Excuse me , but when we came out we found that we had left my daughter's handbag and my wife's behind '' ."
"humor","Old Order , acted and atonally sung by Grunnfeu Arapacis , the lovely Serbantian import , then entered and delivered the well-known invocation to the god Phineoppus , whereupon the stage is quite unexpectedly visited by a company of wandering Gorshek priests , symbolizing Love , Lust , Prudence and General Motors , respectively ."
"humor","bright pinks and plaids and vivid stripes ."
"science_fiction","And the major part of my mission to your nest is to make a treaty between your race and mine ."
"humor","`` I am told that in America you have non-books by non-writers , brought out by non-publishers for non-readers ."
"humor","Arlene became indispensable ; ;"
"science_fiction","`` Oh , I forget '' , and Helva's voice was really contrite ."
"science_fiction","Asked Mercer ."
"science_fiction","The agonies of nerves and itching of skin were phenomena which happened somewhere near him , but meant nothing ."
"humor","At the moment , Barco's back was to the road so he didn't see the detectives close in on his convertible which , in their quest for the stolen lap rug , they proceeded to search ."
"science_fiction","`` Oh , dear ! !"
"humor","One species is restricted to statements which are neither explicit nor precise regarding a particular person , place , time or thing ."
"science_fiction","but the nicest thing about their relationship was her whisper to him , repeated some thousands of time , repeated with smiles and hope , `` People never live forever '' ."
"humor","`` Tell Mr. Gorboduc what you're doing these days '' , my mother advised the children , ceremonially ."
"humor","In the railway station at Berlin , a uniformed attendant was chanting , ' Foreigners this way ! !"
"science_fiction","Jubal said that his night-sight probably came from the conditions in which he had grown up , and Mike grokked this was true but grokked that there was more to it ; ;"
"science_fiction","You may reclaim your property , and the penalty on Hesperus is lifted ."
"science_fiction","B'dikkat had turned to the next knot of people when the super-condamine hit Mercer ."
"humor","The comic indefinite comprises an extensive class of comedy ."
"humor","At least he could buy the equipment for his workshop ."
"humor","The policeman got a confused , funny look on his face , and he had answered kind of politely , `` Now , look here , lady : I know you got to entertain these kids and all ."
"humor","Well , the odious little toad went along chivying animals and humans who couldn't retaliate , and in due course , as was inevitable , overreached himself ."
"humor","Cause of all this commotion : squat , pug-nosed , balding , hopelessly ugly Jean-Pierre Bravado , a Bogartian figure , who plays a sadistic , amoral , philosophic Tasti-Freeze salesman in old New-Waver Fredrico de Mille Rossilini's endlessly provocative film , A Sour Sponge ."
"science_fiction","Mercer turned away ."
"science_fiction","She would weep in private , he was sure , for she loved him in her frigid way , though in public she would be dry-eyed ."
"humor","Whenever he deigned to appear at the studio he was `` hung over '' , uncooperative , rude and insulting ."
"humor","`` She really is a dear little thing '' , my mother agreed ."
"science_fiction","`` Hesperus ! !"
"science_fiction","If mankind could be convinced of that"
"humor","`` Yes , ma'am '' , the children chorused heartily ."
"humor","Anyone knows how a real , red-blooded woman would react to such a catastrophe ! !"
"humor","The detectives placed Barco under arrest and , without informing him of the nature of the charge , took him back to Hollywood for questioning ."
"science_fiction","He forced himself to be deliberate ."
"science_fiction","Hal gasped , and he said , `` A divorce '' ? ?"
"science_fiction","With this he felt his lips thicken and his mind go slack ."
"humor","`` Oh , I'm so delighted to meet you '' , she gushed ."
"humor","Is it all non-fiction '' ? ?"
"science_fiction","Only the memory of previous hurt , bewilderment and perplexity made him sure that if he did not ask B'dikkat when he , Mercer , was happy , the answer would no longer be available when he needed it ."
"science_fiction","I believe it was on page 573 '' ! !"
"humor","Another stock vaudeville gag ran : `` Mother is home sick in bed with the doctor '' ."
"humor","`` What's the matter with the music '' ? ?"
"science_fiction","He knew all the events which could take place on Shayol ."
"science_fiction","Balanced properly between optimism and practicality , the nondefeatist attitude of the shell people led them to extricate themselves , their ships and personnel , from bizarre situations ."
"humor","This habit had become so fixed over the years that it seemed futile to do anything for which no one was waiting ."
"science_fiction","Nothing ."
"science_fiction","I now grok you are my people -- teach plants another way ."
"science_fiction","Unfortunately ''"
"science_fiction","This old world lost all of its helium and trace gases long ago ."
"science_fiction","`` No '' , said Macneff ."
"humor","How about them , I thought ."
"humor","He didn't seem to think that attaching a pegboard to a stone wall was much of a problem and he tossed off the building of the worktable equally lightly ."
"humor","A conscientious girl became the secretary of a doctor ."
"science_fiction","`` I had no idea that you , too , would be on this glorious voyage ."
"humor","There are many types of ambiguity and many of them have been described by rhetoricians under such names as amphibology , parisology , and other ologies ."
"humor","`` I know what you mean '' , Moreland sighed ."
"science_fiction","`` All I know is that you were outside the bubbles last night , and you were the only sentient being who came in or out of our alarm web ."
"humor","`` This time '' , Arlene said , and she even kept on wiggling a little bit while she was just talking , `` you're going to tell me what I am and what I'm doing ."
"science_fiction","Here the peoples spoke the tongue of Iceland because that island had gotten the jump on the Hawaiian-Americans who were busy resettling North America and the western half of South America after the Apocalyptic War ."
"science_fiction","`` Where ? ?"
"humor","That helped a great deal ."
"humor","They hail from Travancore , a state in the subcontinent where Kali , the goddess of death , is worshiped ."
"science_fiction","`` Okay '' ."
"humor","I opened the window and threw the radish out '' ."
"humor","An item in the letters column of a newspaper renewed a subscription , adding : `` I personally enjoy your newspaper as much as my husband '' ."
"science_fiction","Good luck , fellow '' ."
"humor","`` Do you remember the woman in the French Alps who was all alone with her sheep one day when the sun darkened ominously ? ?"
"science_fiction","You've got the lovelies on the brain ."
"humor","In common parlance they would be described as misses -- misinterpreters , misunderstanders , misdirectors and kindred misdeeds ."
"humor","He would not look up ."
"humor","Becoming aware that it was nearly lunchtime , I brought myself back to the tasks at hand ."
"science_fiction","it was a goodness , beauty ."
"science_fiction","When it is done between races or nations , it is called making a treaty ."
"humor","Ambiguity arises when the pronoun it carries a twofold reference ."
"science_fiction","The good man chortled appreciatively and decided the trip was worth his time ."
"humor","His energy was prodigious ; ;"
"humor","( But that is another story ."
"humor","The breeze and chancellor Neitzbohr , a movie melodrama that concerns the attempts of a West German politician to woo a plaster cast of the Apollo Belvedere ."
"humor","Strangely enough , this always brought the house down ."
"humor",") The film was called The Diet of Worms , which I felt was just what Letch deserved ."
"humor","But with Welch's relentless pursuit of the subject , Barco finally `` broke '' and started confessing to one murder after another ."
"humor","`` No divinity will hold still for that ."
"humor","Viola had been urged to attend , by telephone , and not knowing the host or the character of the party , she had gone ."
"humor","As usual , Mrs. Crombie was standing in the midst of a confusion of cooking utensils ."
"humor","It was reported to Welch's office that a thief in the city jail had attempted suicide ."
"science_fiction","So , forgive me , Sigmen , for the contrary-to-reality thoughts ! !"
"science_fiction","What Gabriel was being asked to do now , however , was to re-examine all his basic assumptions , make value-judgments on them , and give them new and different powers in his mind to govern his motives ."
"science_fiction","Brain ships were , of course , long past the experimental stages ."
"science_fiction","of a more alive time ."
"humor","From what I was able to gauge in a swift , greedy glance , the figure inside the coral-colored boucle dress was stupefying ."
"humor","But in order to keep Letch in the public eye and out of trouble , I wrote in a part especially for him -- that of a dashing ruffian who `` sees the light '' and is saved by the inspiring example of Mother Cabrini ."
"humor","One species of ambiguity tries to baffle by interweaving repetition ."
"humor","He directed the cortege of autos to the sand dunes near Santa Monica ."
"humor","`` It's perfectly understandable , Arlene '' , my mother said in a friendly way ."
"science_fiction","Mercer squeezed the man's shoulder ."
"humor","But they kept on clapping for a long , long time ."
"science_fiction","I have helped him ."
"humor","So she brought the fish in whole , and she carried a lemon in her mouth ."
"science_fiction","It is for growing closer ."
"humor","It was all set up so there would be no dust anywhere and so that their children would color in the coloring room , paint in the painting room , play with blocks in the block house , and do all the other things in the proper rooms at exactly the right time ."
"science_fiction","A range of bluffs hugged the horizon , the color of decaying moss ."
"science_fiction","Shell people were encouraged to develop a hobby so long as they maintained proficiency in their technical work ."
"humor","Then , at last , his day would fall into an ordered pattern and he would be free to read , or garden or just wander through the woods in the late afternoon , accompanied by his dogs ."
"science_fiction","those who could talk declared it to be the breathing of Captain Alvarez ."
"science_fiction","I know it's not part of the bargain , and your elders might not like it '' ."
"humor","I studied Welch closely as the trial progressed for any hint which might give me a lead as to how he might be thwarted ."
"humor","Could it do otherwise ? ?"
"science_fiction","Its citizens spoke all of the world's surviving tongues , plus a new one called Lingo , a pidgin whose vocabulary was derived from the other six and whose syntax was so simple it could be contained on half a sheet of paper ."
"science_fiction","Behind him , his mates stirred without waking ."
"humor","The first one said , `` He sure does shake ."
"science_fiction","`` As for my elders , they have already admitted that they were wrong ."
"science_fiction","Even rock-steady Anne -- Hell , Anne was the worst ! !"
"science_fiction","Jubal did not hear of Digby's disappearance when it was announced , and , when he did , while he had a fleeting suspicion , he dismissed it ; ;"
"humor","Quasimodo defines his own art as `` the search for what is not there '' ."
"science_fiction","It might have been several months ."
"science_fiction","She smiled at him with benign , remote happiness ; ;"
"humor","Then they had always been romping around him on these walks , yelping with delight , dashing off into the bushes on fruitless hunting expeditions , returning to jump up on him triumphantly with muddy paws ."
"science_fiction","time was not yet ."
